,date,open,high,low,close,diff,volume,gov_trade,for_trade,open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,volume_lastvolume_ratio,close_ma5_ratio,volume_ma5_ratio,close_ma10_ratio,volume_ma10_ratio,close_ma20_ratio,volume_ma20_ratio,close_boll_low,close_boll_high,close_ma60_ratio,volume_ma60_ratio,close_ma120_ratio,volume_ma120_ratio,close_ma5,volume_ma5,close_ma10,volume_ma10,close_ma20,volume_ma20,close_boll_low,close_ma60,volume_ma60,close_ma120,volume_ma120
10,2020-05-19,95000,99400,94700,99100,7200,4564370,1195196,589198,0.03373231773667029,0.0030272452068617556,-0.044399596367305755,0.07834602829162132,5.157965176049022,0.057179432472797095,1.8253395827452845,0.06034667237320779,2.0752593209051904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93740.0,1615512.0,93460.0,1484222.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2020-05-20,98000,98300,96300,97300,1800,1828158,-42801,-370430,-0.011099899091826439,0.010277492291880781,-0.010277492291880781,-0.018163471241170535,-0.5994719972307241,0.028758722774370905,0.022594018498626134,0.036539895600298286,0.16958801687899758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94580.0,1787765.2,93870.0,1563078.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2020-05-21,98600,98700,96600,97200,100,1471917,-19263,-119854,0.013360739979445015,0.015432098765432098,-0.006172839506172839,-0.0010277492291880781,-0.19486335426150256,0.01716199246546672,-0.21940149113329036,0.030425103360542775,-0.09567766070075166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95560.0,1885626.2,94330.0,1627646.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2020-05-22,97100,97200,94000,94500,2700,1619476,-273093,-35876,-0.00102880658436214,0.02857142857142857,-0.005291005291005291,-0.027777777777777776,0.10024953852696858,-0.015625,-0.20809065112587755,0.0018021838227499204,0.0030036052305105853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96000.0,2045027.0,94330.0,1614626.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2020-05-25,94900,96200,94000,96000,1500,1185541,-47664,186057,0.004232804232804233,0.0020833333333333333,-0.020833333333333332,0.015873015873015872,-0.2679477806401577,-0.00846932451972733,-0.44442325208150135,0.015228426395939087,-0.23228816321889312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96820.0,2133892.4,94560.0,1544252.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2020-05-26,96000,99500,95500,97800,1800,2006216,217159,-60821,0.0,0.017382413087934562,-0.023517382413087935,0.01875,0.6922367088105768,0.01284175642087821,0.23667847405128734,0.027850761954808196,0.2392565063845106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96560.0,1622261.6,95150.0,1618886.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2020-05-27,98700,99500,97300,98100,300,1620664,80363,-12395,0.009202453987730062,0.014271151885830785,-0.00815494393476045,0.003067484662576687,-0.19217870857375277,0.014267990074441687,0.02524173772307898,0.02561421850496602,-0.03776130107869075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96720.0,1580762.8,95650.0,1684264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2020-05-28,99500,99600,96200,97200,900,1602694,-21887,4265,0.014271151885830785,0.024691358024691357,-0.0102880658436214,-0.009174311926605505,-0.011088047861864027,0.004962779156327543,-0.002628758576509964,0.011025587684626586,-0.08221982804284461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96720.0,1606918.2,96140.0,1746272.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2020-05-29,96300,99200,96300,98000,800,2010414,160871,97207,-0.009259259259259259,0.012244897959183673,-0.017346938775510204,0.00823045267489712,0.2543966596243575,0.005953602956271813,0.1930491248680053,0.013338848102574708,0.0779315953576774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97420.0,1685105.8,96710.0,1865066.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2020-06-01,98000,101500,98000,100000,2000,1908428,197421,-21979,0.0,0.015,-0.02,0.02040816326530612,-0.050728854852781564,0.01812258195886785,0.043037395763375896,0.02543068088597211,-0.03701698032453325,0.051414152034486384,0.21710526945150777,89588.02476225076,100631.97523774924,0.0,0.0,0.0,0.0,98220.0,1829683.2,97520.0,1981787.8,95110.0,1568005.7,89588.02476225076,0.0,0.0,0.0,0.0
20,2020-06-02,99500,103000,98700,102500,2500,2155405,267985,261135,-0.005,0.004878048780487805,-0.037073170731707315,0.025,0.1294138421779601,0.033682936668011296,0.15911839661934443,0.04741467402411608,0.238104297494048,0.07150324064394731,0.33663798127328265,89497.84043323155,101822.15956676845,0.0,0.0,0.0,0.0,99160.0,1859521.0,97860.0,1740891.3,95660.0,1612557.05,89497.84043323155,0.0,0.0,0.0,0.0
21,2020-06-03,106000,110000,105500,108500,6000,3118795,524806,237995,0.03414634146341464,0.013824884792626729,-0.027649769585253458,0.05853658536585366,0.44696472356703265,0.07171078625049387,0.4444568670445441,0.09618104667609619,0.6678449481404632,0.12522686025408347,0.8169324063708552,88121.83002829959,104728.16997170041,0.0,0.0,0.0,0.0,101240.0,2159147.2,98980.0,1869955.0,96425.0,1716516.8,88121.83002829959,0.0,0.0,0.0,0.0
22,2020-06-04,112000,113000,105000,108500,0,2823041,78141,15574,0.03225806451612903,0.041474654377880185,-0.03225806451612903,0.0,-0.09482957360134282,0.04830917874396135,0.17469270144022803,0.0838078114074518,0.407953169055564,0.11602550915449496,0.5542325409725369,87529.93998171865,106910.06001828135,0.0,0.0,0.0,0.0,103500.0,2403216.6,100110.0,2005067.4,97220.0,1816356.9,87529.93998171865,0.0,0.0,0.0,0.0
23,2020-06-05,108000,112000,106500,111000,2500,2128094,445293,-47379,-0.004608294930875576,0.009009009009009009,-0.04054054054054054,0.02304147465437788,-0.2461696447200023,0.046182846371347785,-0.12306924076232578,0.09080188679245282,0.03510081961966397,0.1321332041409557,0.1595487386037345,86667.37190568124,109422.62809431876,0.0,0.0,0.0,0.0,106100.0,2426752.6,101760.0,2055929.2,98045.0,1835277.75,86667.37190568124,0.0,0.0,0.0,0.0
24,2020-06-08,114000,114500,111500,113000,2000,1640392,-46099,244828,0.02702702702702703,0.01327433628318584,-0.01327433628318584,0.018018018018018018,-0.2291731474267584,0.03955841766329347,-0.30876886009597215,0.09220954958438043,-0.2193866768680502,0.1412988587011413,-0.10008673584523038,86023.86974701977,111996.13025298023,0.0,0.0,0.0,0.0,108700.0,2373145.4,103460.0,2101414.3,99010.0,1822833.45,86023.86974701977,0.0,0.0,0.0,0.0
25,2020-06-09,114000,115000,110500,112000,1000,1504910,-84869,9214,0.008849557522123894,0.026785714285714284,-0.013392857142857142,-0.008849557522123894,-0.08259123429034036,0.012658227848101266,-0.32907763299056136,0.06788710907704043,-0.2663569646655896,0.11983202519622056,-0.17992365749765576,86257.5101738802,113772.4898261198,0.0,0.0,0.0,0.0,110600.0,2243046.4,104880.0,2051283.7,100015.0,1835085.25,86257.5101738802,0.0,0.0,0.0,0.0
26,2020-06-10,111000,112000,109000,111500,500,1377837,-78219,70177,-0.008928571428571428,0.004484304932735426,-0.02242152466367713,-0.004464285714285714,-0.08443893654770053,0.002697841726618705,-0.2728535189081507,0.04970815289022783,-0.3202583521172412,0.10467132312874622,-0.2574839037363271,86672.90079671962,115197.09920328038,0.0,0.0,0.0,0.0,111200.0,1894854.8,106220.0,2027001.0,100935.0,1855632.5,86672.90079671962,0.0,0.0,0.0,0.0
27,2020-06-11,110000,111000,107000,108500,3000,2376313,-519336,17016,-0.013452914798206279,0.02304147465437788,-0.013824884792626729,-0.026905829596412557,0.7246691734943974,-0.024280575539568347,0.3161456059044175,0.01071262226362366,0.12923155982269033,0.06639146886824905,0.23424470939871708,87709.48489685803,115780.51510314197,0.0,0.0,0.0,0.0,111200.0,1805509.2,107350.0,2104362.9,101745.0,1925317.55,87709.48489685803,0.0,0.0,0.0,0.0
28,2020-06-12,101500,105000,101500,103500,5000,1977558,-254265,617,-0.06451612903225806,0.014492753623188406,-0.01932367149758454,-0.04608294930875576,-0.16780407294830268,-0.056517775752051046,0.11386491622742342,-0.04077849860982391,-0.05878855575661106,0.011680758516201555,-0.0027804590136258013,88980.47176701632,115629.52823298368,0.0,0.0,0.0,0.0,109700.0,1775402.0,107900.0,2101077.3,102305.0,1983071.85,88980.47176701632,0.0,0.0,0.0,0.0
29,2020-06-15,102000,102500,97000,97000,6500,2022775,-399687,-33146,-0.014492753623188406,0.05670103092783505,0.0,-0.06280193236714976,0.022865068938559576,-0.0892018779342723,0.09228272306834795,-0.09851301115241635,-0.042478811954677655,-0.054212168486739466,-0.011906748987946563,89895.02134978009,115224.97865021991,0.0,0.0,0.0,0.0,106500.0,1851878.6,107600.0,2112512.0,102560.0,2047149.9,89895.02134978009,0.0,0.0,0.0,0.0
30,2020-06-16,99100,101500,99100,101500,4500,1389765,-60970,29030,0.021649484536082474,0.0,-0.023645320197044337,0.04639175257731959,-0.3129413800348531,-0.027777777777777776,-0.2400878672581934,-0.05581395348837209,-0.31738678983942614,-0.011492014024152708,-0.2640592359860267,90107.91731025066,115252.08268974934,0.0,0.0,0.0,0.0,104400.0,1828849.6,107500.0,2035948.0,102680.0,1888419.65,90107.91731025066,0.0,0.0,0.0,0.0
31,2020-06-17,100500,101000,98800,100500,1000,1326645,-153623,-169147,-0.009852216748768473,0.004975124378109453,-0.01691542288557214,-0.009852216748768473,-0.045417750482995324,-0.016634050880626222,-0.27051752458139483,-0.05810684161199625,-0.2854950065518306,-0.022753792298716453,-0.28803001485501334,90476.4883203585,115203.5116796415,0.0,0.0,0.0,0.0,102200.0,1818611.2,106700.0,1856733.0,102840.0,1863344.0,90476.4883203585,0.0,0.0,0.0,0.0
32,2020-06-18,99100,102000,98400,100000,500,1155455,24624,-10257,-0.013930348258706468,0.02,-0.016,-0.004975124378109453,-0.1290397958760633,-0.004975124378109453,-0.26611665509429516,-0.05526688710439301,-0.31628845975418324,-0.02893765779763061,-0.37459164873317535,90823.71940539636,115136.28059460364,0.0,0.0,0.0,0.0,100500.0,1574439.6,105850.0,1689974.4,102980.0,1847520.9,90823.71940539636,0.0,0.0,0.0,0.0
33,2020-06-19,101000,101500,99100,100000,0,903928,-43689,-119284,0.01,0.015,-0.009,0.0,-0.21768653906902477,0.002004008016032064,-0.33520706125172245,-0.045346062052505964,-0.42335268275275084,-0.031523897147837876,-0.5010728615833312,91671.07738467255,114838.92261532745,0.0,0.0,0.0,0.0,99800.0,1359713.6,104750.0,1567557.8,103255.0,1811743.5,91671.07738467255,0.0,0.0,0.0,0.0
34,2020-06-22,99100,100000,98500,98500,1500,921187,-236663,-58506,-0.009,0.015228426395939087,0.0,-0.015,0.019093334867378818,-0.015984015984015984,-0.19151287173204048,-0.046466602129719266,-0.3840839620675414,-0.047204488295608436,-0.48780996080234157,92075.11516853746,114684.88483146254,0.0,0.0,0.0,0.0,100100.0,1139396.0,103300.0,1495637.3,103380.0,1798525.8,92075.11516853746,0.0,0.0,0.0,0.0
35,2020-06-23,99200,101000,98000,98700,200,1095698,-34349,-31569,0.007106598984771574,0.02330293819655522,-0.0070921985815602835,0.0020304568527918783,0.1894414489131957,-0.008438818565400843,0.013988194886721206,-0.032068255369226244,-0.24679598995295376,-0.04568527918781726,-0.3749583214465671,92206.80519259706,114643.19480740294,0.0,0.0,0.0,0.0,99540.0,1080582.6,101970.0,1454716.1,103425.0,1752999.9,92206.80519259706,0.0,0.0,0.0,0.0
36,2020-06-24,100000,103500,99800,103000,4300,1813817,217745,243695,0.013171225937183385,0.0048543689320388345,-0.031067961165048542,0.04356636271529889,0.655398659119575,0.02958816473410636,0.5397205643042503,0.018591772151898733,0.2105719354840216,-0.006462814700491946,0.029024043836535323,92730.91507723939,114609.08492276061,0.0,0.0,0.0,0.0,100040.0,1178017.0,101120.0,1498314.1,103670.0,1762657.55,92730.91507723939,0.0,0.0,0.0,0.0
37,2020-06-25,100500,101000,99400,99400,3600,1084453,-282559,-255276,-0.024271844660194174,0.01609657947686117,0.0,-0.03495145631067961,-0.4021155386679031,-0.005204163330664532,-0.06819253136619643,-0.0080830256461431,-0.2079243717224123,-0.04220466371169782,-0.3755832388798474,93073.07159875093,114486.92840124907,0.0,0.0,0.0,0.0,99920.0,1163816.6,100210.0,1369128.1,103780.0,1736745.5,93073.07159875093,0.0,0.0,0.0,0.0
38,2020-06-26,100500,101000,99500,100000,600,670161,-91692,-77742,0.011066398390342052,0.01,-0.005,0.006036217303822937,-0.3820285434223521,0.0008006405124099279,-0.4000688591299042,0.0014019627478469858,-0.45884425274009344,-0.03735078937235271,-0.5986417827259014,93364.72789850776,114395.27210149224,0.0,0.0,0.0,0.0,99920.0,1117063.2,99860.0,1238388.4,103880.0,1669732.85,93364.72789850776,0.0,0.0,0.0,0.0
39,2020-06-29,97700,98700,97600,97700,2300,943424,-179938,-124800,-0.023,0.01023541453428864,-0.0010235414534288639,-0.023,0.40775724042431594,-0.020649558941459503,-0.1587917225213922,-0.022315620934654258,-0.16544628601641487,-0.05844938081241266,-0.4181720044923083,93023.19284046527,114506.80715953473,0.0,0.0,0.0,0.0,99760.0,1121510.6,99930.0,1130453.3,103765.0,1621482.65,93023.19284046527,0.0,0.0,0.0,0.0
40,2020-06-30,99100,99300,97700,97700,0,988987,19865,-248375,0.014329580348004094,0.016376663254861822,0.0,0.0,0.048295358184655045,-0.018682201687424668,-0.10105852885794567,-0.01858362631843295,-0.09298493959191123,-0.0562666022699831,-0.36731627421154595,92454.7221068494,114595.2778931506,0.0,0.0,0.0,0.0,99560.0,1100168.4,99550.0,1090375.5,103525.0,1563161.75,92454.7221068494,0.0,0.0,0.0,0.0
41,2020-07-01,98500,99500,98000,98200,500,640540,70131,29288,0.008188331627430911,0.013238289205702648,-0.002036659877800407,0.00511770726714432,-0.3523271792248028,-0.004056795131845842,-0.2599302379051499,-0.011276681433749497,-0.37310438310178956,-0.04669449568003106,-0.5549484488090664,91955.89383270204,114064.10616729796,0.0,0.0,0.0,0.0,98600.0,865513.0,99320.0,1021765.0,103010.0,1439249.0,91955.89383270204,0.0,0.0,0.0,0.0
42,2020-07-02,98000,99700,98000,99000,800,730963,91039,-16573,-0.002036659877800407,0.007070707070707071,-0.010101010101010102,0.008146639511201629,0.14116682798888439,0.0048721071863581,-0.08033567559746607,-0.0022172949002217295,-0.2535982774912853,-0.03447603257424294,-0.452316574645949,91659.18908044578,113410.81091955422,0.0,0.0,0.0,0.0,98520.0,794815.0,99220.0,979315.8,102535.0,1334645.1,91659.18908044578,0.0,0.0,0.0,0.0
43,2020-07-03,99900,100500,98600,99200,200,569575,-70992,-20558,0.00909090909090909,0.01310483870967742,-0.006048387096774193,0.00202020202020202,-0.22078819310963757,0.00854005693371289,-0.26477782691521784,0.0006052047609441194,-0.39783619600996106,-0.02692628378046986,-0.5467762228338766,91743.35410596072,112146.64589403928,0.0,0.0,0.0,0.0,98360.0,774697.8,99140.0,945880.5,101945.0,1256719.15,91743.35410596072,0.0,0.0,0.0,0.0
44,2020-07-06,99700,102500,98800,101500,2300,1189877,120919,159500,0.005040322580645161,0.009852216748768473,-0.026600985221674877,0.023185483870967742,1.0890611420796208,0.02401129943502825,0.4440458142371907,0.020716009654062752,0.22321008646110843,0.0012824306994179738,-0.03590717629830131,92595.37150284082,110144.62849715918,0.0,0.0,0.0,0.0,99120.0,823988.4,99440.0,972749.5,101370.0,1234193.4,92595.37150284082,0.0,0.0,0.0,0.0
45,2020-07-07,103000,103500,99200,99200,2300,1379122,-157812,-309531,0.014778325123152709,0.04334677419354839,0.0,-0.022660098522167486,0.15904585095770404,-0.002212834439750553,0.5289339849408335,-0.002914865815659865,0.37761777914694944,-0.015189119428174327,0.12315132127593037,93486.24406816463,107973.75593183537,0.0,0.0,0.0,0.0,99420.0,902015.4,99490.0,1001091.9,100730.0,1227904.0,93486.24406816463,0.0,0.0,0.0,0.0
46,2020-07-08,99200,101000,99100,99600,400,859735,-4222,-88236,0.0,0.014056224899598393,-0.0050200803212851405,0.004032258064516129,-0.37660700068594366,-0.0010030090270812437,-0.09104932006448352,0.0045385779122541605,-0.05073371641777362,-0.00534278723722974,-0.28474560168066704,94955.17069982538,105314.82930017462,0.0,0.0,0.0,0.0,99700.0,945854.4,99150.0,905683.7,100135.0,1201998.9,94955.17069982538,0.0,0.0,0.0,0.0
47,2020-07-09,100000,101000,99600,99600,0,922604,12467,15609,0.004016064257028112,0.014056224899598393,0.0,0.0,0.07312602139031213,-0.0022039671408535366,-0.06256826731137086,0.004335988706261974,0.037217812997611635,-0.0009027986758952753,-0.1830399257177004,96324.603331427,103055.396668573,0.0,0.0,0.0,0.0,99820.0,984182.6,99170.0,889498.8,99690.0,1129313.45,96324.603331427,0.0,0.0,0.0,0.0
48,2020-07-10,99400,99500,98000,98300,1300,1099298,-248343,-219989,-0.002008032128514056,0.012207527975584944,-0.003051881993896236,-0.013052208835341365,0.19151662034849187,-0.013448414291449218,0.008412596254822416,-0.007070707070707071,0.17898247824862923,-0.011364779241677562,0.012804076136139474,96533.10511064,102326.89488936,0.0,0.0,0.0,0.0,99640.0,1090127.2,99000.0,932412.5,99430.0,1085400.45,96533.10511064,0.0,0.0,0.0,0.0
49,2020-07-13,99200,101500,98500,101500,3200,1376002,86909,262445,0.009155645981688708,0.0,-0.029556650246305417,0.03255340793489318,0.25170972748062853,0.018667201926936973,0.22056088594141215,0.021332260012074864,0.4103145294060913,0.01851387286137173,0.306667851782298,96855.3947646705,102454.6052353295,0.0,0.0,0.0,0.0,99640.0,1127352.2,99380.0,975670.3,99655.0,1053061.8,96855.3947646705,0.0,0.0,0.0,0.0
50,2020-07-14,101500,102000,99900,101500,0,1050563,-67694,-21954,0.0,0.0049261083743842365,-0.015763546798029555,0.0,-0.23651055739744564,0.013986013986013986,-0.010434229895546465,0.01744186046511628,0.07000727927980044,0.01851387286137173,0.013957413639993107,96855.3947646705,102454.6052353295,0.0,0.0,0.0,0.0,100100.0,1061640.4,99760.0,981827.9,99655.0,1036101.7,96855.3947646705,0.0,0.0,0.0,0.0
51,2020-07-15,104500,110000,104000,109000,7500,4494730,685435,394199,0.029556650246305417,0.009174311926605505,-0.045871559633027525,0.07389162561576355,3.2784012001184126,0.06883702686801334,1.5129324558097066,0.08092026973423244,2.287431114307153,0.0891286970423661,2.762836007639811,95048.89674127035,105111.10325872965,0.0,0.0,0.0,0.0,101980.0,1788639.4,100840.0,1367246.9,100080.0,1194505.95,95048.89674127035,0.0,0.0,0.0,0.0
52,2020-07-16,110500,113000,109000,110000,1000,3254530,206356,-52222,0.013761467889908258,0.02727272727272727,-0.00909090909090909,0.009174311926605505,-0.27592313665114476,0.05708245243128964,0.4432348099439802,0.07906611732391602,1.0094608335027162,0.09365679061443627,1.5045255347280104,93873.64794431899,107286.35205568101,0.0,0.0,0.0,0.0,104060.0,2255024.6,101940.0,1619603.6,100580.0,1299459.7,93873.64794431899,0.0,0.0,0.0,0.0
53,2020-07-17,109500,119000,109500,117500,7500,4265529,219084,730491,-0.004545454545454545,0.01276595744680851,-0.06808510638297872,0.06818181818181818,0.3106436259613523,0.08897126969416126,0.4768452459513146,0.13231184350004818,1.1443450353634805,0.15814893302449362,1.9065849834731905,91357.89775805897,111552.10224194103,0.0,0.0,0.0,0.0,107900.0,2888270.8,103770.0,1989199.0,101455.0,1467539.75,91357.89775805897,0.0,0.0,0.0,0.0
54,2020-07-20,119500,125000,118000,121500,4000,4461527,-78576,-47512,0.01702127659574468,0.02880658436213992,-0.02880658436213992,0.03404255319148936,0.04594928319558957,0.08579088471849866,0.27276710246016994,0.14871891840786614,0.9260906316969181,0.18415281906339848,1.7129054682971567,89220.88136712217,115989.11863287783,0.0,0.0,0.0,0.0,111900.0,3505375.8,105770.0,2316364.0,102605.0,1644556.75,89220.88136712217,0.0,0.0,0.0,0.0
55,2020-07-21,122000,124500,118000,121500,0,3138553,166731,-64026,0.00411522633744856,0.024691358024691357,-0.02880658436213992,0.0,-0.2965294169462608,0.04831751509922347,-0.19995565608926572,0.125,0.25929625606732004,0.17114077786881296,0.7968477119275525,88072.90277024331,119417.09722975669,0.0,0.0,0.0,0.0,115900.0,3922973.8,108000.0,2492307.1,103745.0,1746699.5,88072.90277024331,0.0,0.0,0.0,0.0
56,2020-07-22,122000,124000,118500,118500,3000,2395083,7707,-217903,0.00411522633744856,0.046413502109704644,0.0,-0.024691358024691357,-0.23688304769745802,0.005942275042444821,-0.316285286021496,0.07835107835107835,-0.09477471046172484,0.13375430539609645,0.34876290910024693,87525.8090420347,121514.1909579653,0.0,0.0,0.0,0.0,117800.0,3503044.4,109890.0,2645841.9,104520.0,1775762.8,87525.8090420347,0.0,0.0,0.0,0.0
57,2020-07-23,118500,125500,116000,124500,6000,4505464,315606,139694,0.0,0.008032128514056224,-0.06827309236947791,0.05063291139240506,0.8811306330511302,0.03148301574150787,0.2004227184299224,0.10784837159636947,0.49975771670706837,0.17702670763412906,1.3142763018344823,86783.04879623171,124766.95120376829,0.0,0.0,0.0,0.0,120700.0,3753231.2,112380.0,3004127.9,105775.0,1946813.35,86783.04879623171,0.0,0.0,0.0,0.0
58,2020-07-24,123500,129000,121500,122500,2000,3908721,47979,-79274,-0.008032128514056224,0.053061224489795916,-0.00816326530612245,-0.01606425702811245,-0.1324487333602044,0.00657354149548069,0.061613100040262124,0.06707317073170732,0.18984397958984248,0.14593077642656688,0.8535800988584967,86719.96818113196,127080.03181886804,0.0,0.0,0.0,0.0,121700.0,3681869.6,114800.0,3285070.2,106900.0,2108741.35,86719.96818113196,0.0,0.0,0.0,0.0
59,2020-07-27,122500,126500,122000,123500,1000,2046059,27501,-55065,0.0,0.024291497975708502,-0.012145748987854251,0.00816326530612245,-0.4765400242176405,0.011466011466011465,-0.36036190092710463,0.05555555555555555,-0.3896143580758419,0.14151030594324798,-0.054445937703093625,87203.79901985718,129176.20098014282,0.2065849250158761,0.1466023838162469,0.0,0.0,122100.0,3198776.0,117000.0,3352075.9,108190.0,2163873.1,87203.79901985718,102355.0,1784453.8166666667,0.0,0.0
60,2020-07-28,124500,126000,122000,123000,500,1765179,-158576,-120416,0.008097165991902834,0.024390243902439025,-0.008130081300813009,-0.004048582995951417,-0.13727854377610813,0.004901960784313725,-0.39633450442823254,0.03231221149811162,-0.48439910472720105,0.12374948609017404,-0.19862311534929664,88084.6343897492,130825.3656102508,0.19556765163297046,-0.015406901102492999,0.0,0.0,122400.0,2924101.2,119150.0,3423537.5,109455.0,2202682.7,88084.6343897492,102880.0,1792800.5,0.0,0.0
61,2020-07-29,122500,125500,120000,125000,2000,1897616,187529,83408,-0.0040650406504065045,0.004,-0.04,0.016260162601626018,0.07502751845563538,0.010509296685529508,-0.3281842526951883,0.035196687370600416,-0.4002148221736966,0.12820975675797644,-0.16239884018641942,89038.6966181728,132551.3033818272,0.20878058214872836,0.050088647519250164,0.0,0.0,123700.0,2824607.8,120750.0,3163826.1,110795.0,2265536.5,89038.6966181728,103410.0,1807100.7666666666,0.0,0.0
